Phrase n°,Temoin,dracula1.txt,dracula2.txt
4354,"– Assurément",=,=
4355,"Lisez-les pendant que je vais voir si l’on prépare le lunch",=,=
4356,"Vous pourrez ainsi me questionner pendant le repas",=,=
4357,"Il me remercia et s’installa dans un fauteuil, tournant le dos à la lumière",=,=
4358,"Tout de suite, je devinai qu’il était absorbé dans sa lecture, et si, en effet, j’allai à l’office, ce fut avant tout pour ne pas le distraire",=,=
4359,"Lorsque je rentrai au salon, il marchait de long en large, à grands pas, et les joues en feu",=,=
4360,"Il se précipita vers moi et me prit les deux mains :  – Oh",=,=
4361,"madame Mina",=,=
4362,"Comment vous dire tout ce que je vous dois",=,=
4363,"Ce journal est lumineux comme le soleil",=,=
4364,"Il m’ouvre une porte… Je suis ébloui, véritablement ébloui par tant de lumière, et pourtant des nuages se forment encore à chaque instant derrière cette lumière… Mais vous ne comprenez pas ce que je veux dire… vous ne pouvez pas comprendre… Sachez seulement que je vous dois beaucoup, à vous qui êtes une femme si intelligente",=,=
4365,"Madame, continua-t-il sur un ton très grave, si jamais Abraham Van Helsing peut faire quelque chose pour vous ou pour les vôtres, j’espère que vous vous confierez à lui",=,=
4366,"J’aimerai alors, je voudrai vous aider comme un ami ; comme un ami, mais en ajoutant à l’amitié sincère, inébranlable, que j’ai désormais pour vous, tout ce que m’a appris une longue expérience ; oui, je ferai tout ce dont je suis capable pour vous venir en aide, à vous et à ceux que vous aimez",=,=
4367,"Il y a beaucoup d’obscurité dans la vie, mais il y a aussi des lumières ; vous êtes une de ces lumières",=,=
4368,"Vous serez heureuse, vous serez comblée, et votre mari trouvera en vous le bonheur",=,=
4369,"– Mais, docteur, vous m’adressez trop d’éloges… et sans me connaître",=,=
4370,"– Sans vous connaître, moi",=,=
4371,"… Moi qui suis vieux et qui ai passé toute mon existence à observer, à étudier les hommes et les femmes – à étudier tout spécialement le cerveau humain, tout ce qui s’y rapporte, tout ce qui peut procéder de ce cerveau",=,=
4372,"Moi qui viens de lire votre journal dont chaque ligne respire la vérité",=,=
4373,"Moi qui ai lu la lettre que vous écriviez à la pauvre Lucy immédiatement après votre mariage, moi, je ne vous connaîtrais pas",=,=
4374,"Oh",=,=
4375,"madame Mina, les femmes généreuses n’ont pas à se servir de mots pour raconter l’histoire de leur vie, et cette vie, tous les jours, à chaque heure, à chaque minute, les anges savent la lire ; nous les hommes, dont le désir le plus vif est d’observer pour pouvoir comprendre, nos yeux ressemblent un peu à ceux des anges",=,=
4376,"Votre mari est d’un naturel généreux ; vous aussi, car vous avez confiance dans la vie, et pour croire en la vie, il faut être bon… Mais votre mari",=,=
4377,"Parlez-moi de lui, maintenant",=,=
4378,"Va-t-il tout à fait bien",=,=
4379,"Cette fièvre qu’il a eue, en est-il tout à fait remis",=,=
4380,"Je vis que c’était le moment, en effet, de lui préciser certaines choses concernant la santé de Jonathan, de lui demander ce qu’il en pensait",=,=
4381,"Je commençai par répondre :  – Il était presque rétabli, mais la mort de Mr Hawkins a été pour lui un coup très dur…  Le docteur m’interrompit :  – Oh",=,=
4382,"oui, je sais… Je sais… J’ai lu vos deux dernières lettres…  – Enfin, je suppose, repris-je, que c’est cette mort qui l’a bouleversé… Le fait est que, lorsque nous étions à Londres jeudi dernier, il a reçu comme un nouveau choc",=,=
4383,"– Un nouveau choc",=,=
4384,"Peu de temps après une fièvre cérébrale… Ah",=,=
4385,"Cela est fâcheux… Quel genre d’émotion",=,=
4386,"– Il a cru voir quelqu’un qui lui rappelait une chose terrible, cette chose même qui a provoqué sa fièvre cérébrale",=,=
4387,"Et moi-même, à mon tour, je crus soudain que je n’en supporterais pas davantage : la pitié que j’éprouvais pour Jonathan, les horreurs qu’il avait vécues, l’épouvantable mystère que l’on devinait en lisant son journal, et la crainte qui n’avait cessé de grandir en moi depuis que j’avais fait cette lecture – tout cela me déchira véritablement le cœur et sans doute perdis-je la tête un moment, car je me jetai à genoux et levai les mains vers le docteur en le suppliant de guérir mon mari",=,"Et moi-même, à mon tour, je crus soudain que je n’en supporterais pas davantage : la pitié que j’éprouvais pour Jonathan, les horreurs qu’il avait vécues, l’épouvantable mystère que l’on devinait en lisant son journal, et la crainte qui n’avait cessé de grandir en moi depuis que j’avais fait cette lecture – tout cela me déchira véritablement le coeur et sans doute perdis-je la tête un moment, car je me jetai à genoux et levai les mains vers le docteur en le suppliant de guérir mon mari"
4388,"Il me prit les mains, m’obligea à me relever, me fit asseoir sur le sofa où il s’assit près de moi",=,=
4389,"Tenant toujours ma main dans la sienne, il me dit alors, oh",=,=
4390,"avec quelle bonté dans la voix :  – J’ai toujours vécu fort seul ; c’est parce que mon existence, justement, a été remplie par le travail, que je n’ai pour ainsi dire pas eu le temps de me consacrer à mes amis",=,=
4391,"Mais depuis le jour, pas très lointain, où mon cher John Seward m’a appelé ici, j’ai appris à connaître tant de personnes au grand cœur, dévouées et généreuses que, maintenant plus que jamais, je ressens ma solitude – et pourtant elle n’avait fait que croître au cours des années",=,"Mais depuis le jour, pas très lointain, où mon cher John Seward m’a appelé ici, j’ai appris à connaître tant de personnes au grand coeur, dévouées et généreuses que, maintenant plus que jamais, je ressens ma solitude – et pourtant elle n’avait fait que croître au cours des années"
4392,"Croyez donc que c’est plein de respect pour vous que j’ai frappé à votre porte, car vos lettres à la pauvre Miss Lucy m’avaient déjà fait espérer non pas que j’allais découvrir ce que je cherchais – non, pas cela – mais qu’il existait encore des femmes capables de donner un sens à la vie, peut-être même de la rendre heureuse, des femmes dont l’existence tout entière servirait d’exemple aux enfants qui devraient naître",=,=
4393,"Je suis vraiment heureux d’être ici et de pouvoir faire quelque chose pour vous ; car si votre mari souffre, il me semble que je pourrai porter remède à sa souffrance",=,=
4394,"Je vous promets de m’y appliquer de mon mieux afin que votre vie à tous deux soit éclairée par le bonheur",=,=
4395,"Maintenant, il vous faut manger, la fatigue vous a épuisée, et l’inquiétude aussi",=,=
4396,"Votre mari n’aimerait pas vous voir si pâle ; et ce qu’il n’aime pas chez celle qu’il aime ne peut assurément pas lui faire de bien",=,=
4397,"C’est donc en pensant à lui, à sa guérison complète que vous devez manger de bon appétit et sourire fréquemment",=,=
4398,"Maintenant que vous m’avez dit tout ce que vous savez concernant Lucy, nous ne parlerons plus aujourd’hui de cette pauvre enfant ni de ses souffrances ; cela ne servirait à rien, sinon à nous replonger dans la tristesse",=,=
4399,"Seulement, je vais passer la nuit ici, à Exeter, car il faut encore que je réfléchisse à ce que vous venez de m’apprendre, puis, si vous me le permettez, je vous poserai à nouveau quelques questions",=,=
4400,"Pour l’instant, vous allez essayer de m’expliquer de quoi se plaint Jonathan… non, non, pas tout de suite… vous devez d’abord bien manger, tranquillement, tranquillement… Après, vous m’expliquerez…  Le lunch terminé, nous retournâmes au salon et, sans attendre, il me dit :  – Parlez maintenant, je vous écoute",=,=
4401,"Au moment d’expliquer ce que je savais à cet éminent savant, je craignis qu’il ne me prît pour une idiote et Jonathan pour un fou car, vraiment, son journal contient des choses si bizarres",=,=
4402,"Aussi, voyant que j’hésitais, il m’encouragea gentiment, me promit de m’aider si je trouvais la chose, à certains moments, trop difficile",=,=
4403,"– Trop difficile",=,=
4404,"Oh",=,=
4405,"c’est bien cela, docteur Van Helsing",=,=
4406,"Tout paraît si étrange dans cette histoire… incompréhensible… Ne riez pas de moi ni de mon mari, je vous prie",=,=
4407,"Depuis hier, je ne sais plus ce qu’il faut croire",=,=
4408,"Soyez bon, ne me traitez pas de folle quand vous saurez quelles choses insolites ont pu me paraître réelles",=,=
4409,"Non seulement sa réponse mais le ton même sur lequel il me répondit, me rassurèrent",=,=
4410,"– Ma chère enfant, si vous saviez à quel point est insolite l’affaire pour laquelle on m’a appelé ici, c’est vous qui vous moqueriez",=,=
4411,"J’ai appris à ne jamais négliger ce qu’un homme ou une femme peut croire, même si ce qu’il ou ce qu’elle croit me paraît d’abord invraisemblable",=,=
4412,"J’ai toujours et avant tout essayé de garder l’esprit ouvert ; et ce ne sont pas les petits événements ordinaires de la vie, ceux auxquels nous sommes habitués, qui pourraient me le faire ouvrir davantage encore, mais bien les choses étranges, bizarres, extraordinaires, celles qui nous font plutôt douter de notre lucidité",=,=
4413,"– Oh",=,=
4414,"merci, merci, merci mille fois",=,=
4415,"Vous me soulagez d’un grand poids",=,=
4416,"Si vous le permettez, je vais vous donner quelque chose à lire, quelque chose d’assez long, mais je l’ai recopié à la machine ; cela vous aidera à comprendre mes angoisses et celles de Jonathan",=,=
4417,"C’est la copie du journal qu’il a écrit pendant son séjour en Transylvanie ; je préfère ne rien vous en dire : vous jugerez vous-même",=,=
4418,"Et alors, quand nous nous reverrons, peut-être aurez-vous la bonté de me dire ce que vous en pensez réellement",=,=
4419,"– Je vous le promets, fit-il comme je lui tendais les feuillets",=,=
4420,"Et, avec votre permission, demain matin, aussitôt que cela me sera possible, je viendrai vous rendre visite, à vous et à votre mari",=,=
4421,"– Jonathan sera ici à 11 h 30",=,=
4422,"Venez déjeuner avec nous",=,=
4423,"Vous pourrez prendre l’express de 3 h 34 et serez à Paddington avant huit heures",=,=
4424,"Il parut étonné que je connusse si bien l’horaire des trains ; il ne savait pas, naturellement, que je l’avais étudié afin de faciliter les choses à Jonathan au cas où il devrait précipitamment partir en voyage",=,=
4425,"Le Dr Van Helsing prit donc les feuillets qu’il emporta",=,=
4426,"Demeurée seule, je me mis à penser… à penser… et je pense encore… à je ne sais quoi",=,=
4427,"Lettre de A",=,=
4428,"Van Helsing à Mrs J",=,=
4429,"Harker     25 septembre, 6 h du soir   « Chère madame Mina,  « J’ai donc lu l’étonnant journal de votre mari",=,"Harker      25 septembre, 6 h du soir     « Chère madame Mina,  « J’ai donc lu l’étonnant journal de votre mari"
4430,"Soyez tranquille, n’ayez plus le moindre doute",=,=
4431,"Aussi étrange, aussi terrible que tout cela puisse être, tout cela est vrai",=,=
4432,"J’en suis absolument certain",=,=
4433,"Pour d’autres, cela pourrait signifier le pire – pour lui et pour vous, il n’y a, au contraire, rien à redouter",=,=
4434,"Votre Jonathan est un homme courageux, décidé ; laissez-moi vous dire, et je parle d’expérience, m’étant penché sur bien des cas, que celui qui a osé descendre le long du mur et entrer dans cette chambre comme votre mari l’a fait – oui, et cela à deux reprises –, celui-là ne souffrira pas sa vie durant du choc qu’il a pu recevoir",=,=
4435,"Ses facultés mentales et affectives sont intactes : je puis vous le jurer avant même d’avoir vu votre mari",=,=
4436,"Soyez tout à fait rassurée à ce sujet",=,=
4437,"Cependant, je voudrais l’interroger à propos d’autres choses",=,=
4438,"Je me félicite d’être allé vous voir aujourd’hui, car j’en ai tant appris en une fois que, de nouveau, je suis comme ébloui – ébloui, je l’avoue, comme jamais, et il me faut encore beaucoup réfléchir",=,=
4439,"« Votre tout dévoué,  « Abraham Van Helsing",=,=
4440,"»      Mrs Harker au Dr A",=,=
4441,"Van Helsing     25 septembre, 6 h 30 du soir   « Mon cher docteur Van Helsing,  « Je vous remercie mille fois pour votre aimable lettre qui m’a tellement rassurée, oui",=,"Van Helsing      25 septembre, 6 h 30 du soir     « Mon cher docteur Van Helsing,  « Je vous remercie mille fois pour votre aimable lettre qui m’a tellement rassurée, oui"
4442,"Et pourtant, si tout cela est vrai, comme vous le dites, quelles choses affreuses peuvent exister en ce monde et se peut-il – hélas",=,=
4443,"– que cet homme, ce monstre, soit à Londres",=,=
4444,"J’ai peur à cette seule pensée",=,=
4445,"Je reçois à l’instant, pendant que je vous écris, un télégramme de Jonathan m’annonçant qu’il quitte Launceston ce soir, à 6 h 25 et qu’il arrivera ici à 10 h 18",=,=
4446,"Voulez-vous peut-être, au lieu d’être des nôtres demain à midi, venir partager notre petit déjeuner à huit heures, si ce n’est pas trop tôt pour vous",=,=
4447,"Au cas où vous seriez pressé, vous pourriez partir par le train de 10 h 30 qui arrive à Paddington à 2 h 35",=,=
4448,"Ne répondez pas à ce mot",=,=
4449,"Si je ne reçois rien de vous, je vous attends pour le petit déjeuner",=,=
4450,"« Croyez-moi, je vous prie, votre reconnaissante et fidèle amie,  « Mina Harker",=,=
4451,"»      Journal de Jonathan Harker     26 septembre   Je pensais ne jamais reprendre ce journal, mais il me semble que je doive à nouveau écrire",=,"»      Journal de Jonathan Harker      26 septembre     Je pensais ne jamais reprendre ce journal, mais il me semble que je doive à nouveau écrire"
4452,"Quand je suis rentré à la maison, hier soir, Mina m’attendait pour souper et, notre repas une fois terminé, elle m’a raconté la visite de Van Helsing et m’a dit qu’elle lui avait donné une copie de son journal et une copie du mien ; et, pour la première fois, elle m’avoua à quel point elle avait été inquiète à mon sujet",=,=
4453,"Mais elle me montra immédiatement la lettre du docteur, où il affirme que tout ce que j’ai écrit dans mon journal est la vérité même",=,=
4454,"Depuis que j’ai lu cela, j’ai l’impression d’être un autre homme",=,=
4455,"Le doute où j’étais de la réalité de cette aventure me plongeait dans un abattement d’où, me semblait-il, je ne sortirais jamais",=,=
4456,"Je sentais en moi une sorte d’impuissance à agir, tout m’était obscurité, sujet de méfiance",=,=
4457,"Mais, à présent, je sais, je n’ai plus peur de rien ni de personne, pas même du comte",=,=
4458,"Après tout, il avait l’intention de venir à Londres, et il y est venu",=,=
4459,"C’est lui que j’ai vu, l’autre jour",=,=
4460,"Il a rajeuni",=,=
4461,"Comment y a-t-il réussi",=,=
4462,"Van Helsing est l’homme qui va le démasquer, le chasser à tout jamais de notre vie, si Van Helsing est bien tel que Mina le décrit",=,=
4463,"Mina s’habille et, dans quelques minutes, je vais aller prendre le professeur à son hôtel… Il a paru assez surpris quand il m’a vu",=,=
4464,"J’entrai dans sa chambre et, dès que je me fus présenté, il me prit par les épaules, me fit tourner sur moi-même de sorte que mon visage fût alors en pleine lumière et, après l’avoir sérieusement examiné, il s’étonna :  – Mais madame Mina m’a dit que vous étiez malade, que vous aviez reçu un choc…  C’était assez drôle d’entendre ce vieil homme appeler ma femme « madame Mina »",=,=
4465,"Je souris en lui répondant :  – Oui, j’ai été malade, j’ai reçu un choc ; mais vous m’avez déjà guéri",=,=
4466,"– Guéri",=,=
4467,"Et comment",=,=
4468,"– En écrivant à Mina la lettre que vous lui avez envoyée hier soir",=,=
4469,"Je doutais de tout, tout se teintait pour moi d’irréel, je ne savais pas ce qu’il me fallait croire, je me méfiais même de ce que j’éprouvais",=,=
4470,"Et ne sachant pas ce qu’il me fallait croire, je ne savais pas non plus ce que je devais faire",=,=
4471,"Je sentais que je continuerais toujours à suivre l’ornière ; mais, d’autre part, je souffrais de ce que mon travail devenait de plus en plus une sorte de routine, et c’est alors que je commençai à ne plus croire même en moi",=,=
4472,"Docteur, vous ne savez pas ce que c’est que de douter de tout et de soi-même",=,=
4473,"Non, vous ne le savez pas",=,=
4474,"C’est impossible ; on le devine rien qu’à voir votre front",=,=
4475,"Il parut amusé et dit en riant :  – Ah",=,=
4476,"vous êtes physionomiste",=,=
4477,"Depuis que je suis ici, j’apprends de nouvelles choses d’heure en heure",=,=
4478,"C’est avec le plus grand plaisir que je partagerai votre petit déjeuner",=,=
4479,"Oh",=,=
4480,"Monsieur, vous permettrez, n’est-ce pas, au vieillard que je suis, de vous parler sincèrement",=,=
4481,"Vous êtes heureux d’avoir une femme telle que la vôtre",=,=
4482,"Une journée entière, je l’aurais écouté faire l’éloge de Mina, de sorte que j’acquiesçai d’un simple signe de tête, et demeurai silencieux",=,=
4483,"– Elle est vraiment une femme de Dieu",=,=
4484,"Il l’a faite de Sa propre main pour nous prouver, à nous les hommes et aussi aux autres femmes, qu’il existe un paradis où nous entrerons un jour et que, dès maintenant, sa lumière peut nous éclairer sur la terre",=,=
4485,"Un être si fidèle à soi-même et aux autres, si doux, si généreux, qui se donne tout entier à son entourage – cela, laissez-moi vous le dire aussi, c’est rare et c’est, de ce fait, beaucoup dans notre siècle de scepticisme et d’égoïsme",=,=
4486,"Et vous, monsieur… J’ai lu toutes les lettres de votre femme à la pauvre Miss Lucy, et beaucoup de ces lettres parlent de vous",=,=
4487,"Je vous connais donc depuis quelques jours déjà, grâce à ceux qui vous connaissaient ; mais ce que vous êtes réellement, je le sais seulement depuis hier soir",=,=
4488,"Donnez-moi la main, voulez-vous",=,=
4489,"Et soyons amis pour toujours",=,=
4490,"Nous nous serrâmes la main ; cette cordialité si sincère m’émut profondément",=,=
4491,"– Et maintenant, me dit-il, puis-je vous demander de m’aider encore",=,=
4492,"J’ai devant moi une tâche importante à accomplir et, pour cela, avant toute autre chose il me faut savoir",=,=
4493,"C’est ici que j’ai besoin de votre aide Pouvez-vous me dire ce qui s’est passé avant votre départ pour la Transylvanie",=,=
4494,"Plus tard, peut-être, aurai-je encore recours à vous, mais pour résoudre des questions d’ordre différent",=,=
4495,"Que vous répondiez à celle-là, voilà qui me suffira pour le moment",=,=
4496,"– Mais, monsieur, fis-je, je ne vois pas le rapport à établir entre le comte et l’affaire dont vous vous occupez",=,=
4497,"– Il y en a un pourtant, répondit-il avec gravité",=,=
4498,"– Dans ce cas, comptez sur moi",=,=
4499,"Après le petit déjeuner, je le conduisis à la gare",=,=
4500,"Au moment de nous séparer, il me dit :  – Pourriez-vous venir à Londres si je vous le demande",=,=
4501,"Et y venir avec madame Mina",=,=
4502,"– Nous viendrons tous les deux quand cela vous conviendra",=,=
4503,"Je lui avais acheté les journaux du matin ainsi que les journaux de Londres du soir précédent et, tandis que nous bavardions à la portière du compartiment en attendant le départ du train, il les feuilletait",=,=
4504,"Son attention parut soudain attirée par un titre de la Westminster Gazette et, aussitôt, il blêmit",=,=
4505,"Il lut quelques lignes, et je l’entendis murmurer avec effroi :  – Mon Dieu",=,=
4506,"Mon Dieu",=,=
4507,"Déjà",=,=
4508,"Déjà",=,=
4509,"Je crois que, dans son émotion, il avait même oublié ma présence",=,=
4510,"Le sifflet retentit, et le train s’ébranla",=,=
4511,"Rappelé alors à la réalité, Van Helsing se pencha à la portière, agita la main et me cria :  – Toutes mes amitiés à madame Mina",=,=
4512,"J’écrirai dès que je le pourrai",=,=
4513,"Journal du Dr Seward     26 septembre   Au fond, rien n’est jamais fini",=,"Journal du Dr Seward      26 septembre     Au fond, rien n’est jamais fini"
4514,"Une semaine ne s’est pas écoulée depuis que j’ai écrit le mot « fin », et voilà pourtant qu’aujourd’hui je reprends ce journal, que je recommence même à parler des mêmes choses",=,=
4515,"Jusqu’à cet après-midi, du reste, je n’avais aucune raison de penser à ce qui appartient déjà au passé",=,=
4516,"Renfield est plus calme que jamais",=,=
4517,"Il s’était depuis quelque temps remis à s’occuper de ses mouches ; maintenant, ce sont ses araignées qui lui prennent des heures entières ; pour le moment, il ne me cause donc plus aucun ennui",=,=
4518,"Je viens de recevoir une lettre d’Arthur, écrite dimanche, et d’après tout ce qu’il me dit, je conclus qu’il se porte bien",=,=
4519,"Quincey Morris est auprès de lui, ce qui, je crois, l’aidera à se remettre des coups terribles qui viennent de le frapper, car ce Morris est un garçon dynamique et plein d’entrain",=,=
4520,"D’ailleurs, celui-ci m’a écrit également, et il m’apprend qu’Arthur retrouve un peu de sa gaieté",=,=
4521,"De ce côté-là, aussi, je suis tranquille",=,=
4522,"En ce qui me concerne, je me remettais peu à peu au travail avec mon enthousiasme de naguère, et j’aurais très bien pu dire à mon tour que la blessure dont je souffrais à cause de la pauvre, de l’innocente Lucy, se cicatrisait de jour en jour",=,=
4523,"Hélas",=,=
4524,"la voilà rouverte",=,=
4525,"Et comment tout cela finira, Dieu seul le sait",=,=
4526,"Il me semble que Van Helsing croit le savoir, lui, mais il n’en dit jamais trop en une fois afin d’aiguiser la curiosité",=,=
4527,"Hier, il est allé à Exeter, d’où il est revenu aujourd’hui seulement",=,=
4528,"C’est vers cinq heures qu’il est entré dans mon bureau, en se précipitant vers moi pour me tendre l’édition d’hier soir de The Westminster Gazette",=,=
4529,"– Que pensez-vous de ceci",=,=
4530,"me demanda-t-il en reculant ensuite, les bras croisés",=,=
4531,"Je parcourus rapidement des yeux le journal, car je me demandais à quoi il faisait allusion",=,=
4532,"Mais, revenant vers moi, il me l’arracha et pointa du doigt un article où il était question d’enfants disparus aux environs d’Hampstead, mais que l’on avait retrouvés",=,=
4533,"Cela ne me frappa point particulièrement, jusqu’au moment où je lus qu’ils portaient tous à la gorge de petites blessures, comme s’ils avaient été mordus",=,=
4534,"Alors, une idée me traversa l’esprit et je levai les yeux sur Van Helsing",=,=
4535,"– Eh bien",=,=
4536,"fit-il",=,=
4537,"– C’est ce qui est arrivé à la pauvre Lucy",=,=
4538,"– Et comment expliquez-vous cela",=,=
4539,"– Tout simplement, la cause est la même",=,=
4540,"Ce qui l’avait blessée, elle, a aussi blessé les enfants",=,=
4541,"– C’est vrai… indirectement, mais non pas directement",=,=
4542,"– Que voulez-vous dire, professeur",=,=
4543,"Vraiment, je n’avais rien compris à sa réponse, et j’étais enclin à prendre son sérieux un peu à la légère, car, après tout, un repos de quatre jours après les terribles et éprouvantes anxiétés que nous avions vécues m’avait rendu un peu de sens critique, mais lorsque je vis l’expression de son visage, je changeai de ton ; jamais, même quand la maladie de Lucy nous mettait au comble du désespoir, Van Helsing ne m’avait paru à ce point consterné",=,=
4544,"– Quelle est votre pensée",=,=
4545,"Expliquez-vous",=,=
4546,"Pour moi, vraiment, je ne sais qu’imaginer",=,=
4547,"– Vous n’allez pas me faire croire, mon cher John, que vous ne vous doutez nullement de ce qui a pu provoquer la mort de la pauvre Lucy",=,=
4548,"Non seulement les événements devraient vous y aider, mais aussi les commentaires, les réflexions que j’ai pu faire devant vous",=,=
4549,"– Prostration nerveuse due à de trop grandes pertes… à un trop grand gaspillage de sang",=,=
4550,"– Et ces pertes de sang, ce gaspillage, comme vous dites, sont dus à quoi",=,=
4551,"Je hochai la tête",=,=
4552,"Il vint s’asseoir à côté de moi et reprit :  – Vous êtes intelligent, mon cher John",=,=
4553,"Vous raisonnez de façon très juste et vous avez l’esprit ouvert, mais vous avez aussi des préjugés",=,=
4554,"Vous ne laissez pas vos yeux voir ni vos oreilles entendre, et tout ce qui ne fait pas partie de votre vie quotidienne, vous n’en tenez guère compte",=,=
4555,"Ne pensez-vous pas qu’il y a des choses qui, même si vous ne les comprenez pas, existent cependant",=,=
4556,"Et que certains d’entre nous voient ce que d’autres ne voient pas",=,=
4557,"Mais il y a des choses que les hommes ne peuvent percevoir parce qu’ils en connaissent – ou pensent en connaître – d’autres qu’on leur a enseignées",=,=
4558,"Ah",=,=
4559,"C’est bien là le défaut de la science : elle voudrait tout expliquer ; et quand il lui est impossible d’expliquer, elle déclare qu’il n’y a rien à expliquer",=,=
4560,"Pourtant nous voyons partout et chaque jour apparaître de nouvelles théories, ou plutôt qui se disent nouvelles ; en vérité, elles sont vieilles mais prétendent être jeunes – tout comme ces belles dames que l’on voit à l’opéra",=,=
4561,"Bon, maintenant, je suppose que vous ne croyez pas à la transmutation des corps",=,=
4562,"Non",=,=
4563,"Ni à la matérialisation",=,=
4564,"Non",=,=
4565,"Ni au corps astral",=,=
4566,"Non",=,=
4567,"Ni à la lecture de la pensée",=,=
4568,"Non",=,=
4569,"Ni à l’hypnotisme…  – Si, Charcot nous en a donné assez de preuves…  En souriant, il poursuivit :  – Donc, à ce sujet, vous êtes convaincu",=,=
4570,"Et, naturellement, vous en comprenez le mécanisme et vous suivez parfaitement la démonstration du grand Charcot – hélas",=,=
4571,"il n’est plus… – quand il explique ce qui se passe chez le patient… Non",=,=
4572,"Alors, mon cher John, dois-je comprendre que vous acceptez tout simplement le fait, le résultat, sans rien approfondir d’autre",=,=
4573,"Non",=,=
4574,"Mais dites-moi donc, car je suis un spécialiste des maladies mentales, ne l’oubliez pas",=,=
4575,"… dites-moi donc comment il se fait que vous acceptiez l’hypnotisme tout en rejetant la télépathie",=,=
4576,"Laissez-moi vous le dire, mon ami : de nos jours, on réalise à l’aide de l’électricité des choses que ceux-là mêmes qui l’ont découverte auraient jugées sacrilèges et à cause desquelles, les eussent-ils eux-mêmes commises à l’époque, ils se seraient vu condamner au bûcher pour sorcellerie",=,=
4577,"La vie est toujours pleine de mystères",=,=
4578,"Pourquoi Mathusalem a-t-il vécu neuf cents ans, alors que notre pauvre Lucy, malgré le sang de quatre hommes injecté dans ses veines, n’a pu survivre un seul jour",=,=
4579,"Car si elle avait survécu un seul jour, nous aurions pu la sauver",=,=
4580,"Connaissez-vous entièrement le mystère de la vie et de la mort",=,=
4581,"Connaissez-vous tout de l’anatomie comparée, et pouvez-vous dire pourquoi certains hommes ont les caractéristiques de la brute, et d’autres pas",=,=
4582,"Pouvez-vous m’expliquer pourquoi, alors que les autres araignées meurent jeunes, cette araignée géante qui a vécu pendant des siècles dans la tour de la vieille église espagnole, s’est mise à grandir, à grandir jusqu’au jour où elle a pu descendre boire l’huile que contenaient toutes les lampes du temple",=,=
4583,"Pouvez-vous m’expliquer pourquoi dans la pampa, et aussi ailleurs du reste, des chauves-souris viennent la nuit ouvrir les veines non seulement du menu bétail mais des chevaux et boivent jusqu’à la dernière goutte de leur sang",=,=
4584,"M’expliquer comment il se fait que, dans certaines îles des mers occidentales, des chauves-souris – encore elles – restent suspendues aux arbres pendant toute la journée, puis, quand les marins se sont endormis sur le pont des navires à cause de la chaleur, fondent sur eux, si bien qu’on les trouve morts au matin, exsangues comme l’était la pauvre Miss Lucy",=,=
4585,"– Bon Dieu, professeur",=,=
4586,"m’écriai-je, voulez-vous me faire entendre que Lucy a été la victime d’une chauve-souris",=,=
4587,"Et qu’une chose semblable peut se passer ici, à Londres, au XIXe siècle",=,=
4588,"D’un geste il m’imposa silence et reprit :  – Pouvez-vous m’expliquer pourquoi les tortues vivent plus longtemps que des générations d’hommes, pourquoi l’éléphant voit disparaître des dynasties humaines l’une après l’autre, et pourquoi le perroquet ne meurt que s’il est mordu par un chat ou par un chien – ou s’il souffre de quelque autre mal",=,=
4589,"Pouvez-vous me dire pourquoi des hommes, en tout temps et en tout lieu, ont cru que certains sont appelés à vivre éternellement",=,=
4590,"Nous savons tous – la science l’affirme – que des crapauds sont restés pendant des milliers d’années dans le même petit trou sous des rochers",=,=
4591,"Pouvez-vous me dire pourquoi le fakir de l’Inde peut se donner la mort et se faire enterrer, faire sceller son tombeau et y faire semer du blé ; pourquoi on en sème encore après la première récolte, et pourquoi, lorsque ce nouveau blé est coupé, des hommes viennent enlever le sceau et trouvent, étendu dans son tombeau, le fakir, non pas mort, mais qui se lève aussitôt pour marcher parmi eux",=,=
4592,"Il s’interrompit",=,=
4593,"Pour moi, il me semblait que j’allais perdre la tête",=,=
4594,"Van Helsing me farcissait l’esprit de tant d’excentricités de la nature, de tant d’impossibilités qui devenaient tout à coup possibles, que mon imagination prenait feu",=,=
4595,"Je me doutais vaguement qu’il voulait me démontrer quelque chose, comme autrefois à Amsterdam ; seulement, alors, il m’indiquait l’objet de son cours afin que je l’eusse tout le temps à l’esprit",=,=
4596,"Aujourd’hui, je n’étais pas soutenu par ce point de départ, et pourtant je ne désirais rien tant que suivre son idée et les développements qu’il allait en donner",=,=
4597,"– Professeur, lui dis-je, laissez-moi à nouveau être votre étudiant préféré",=,=
4598,"Dites-moi le sujet que vous traitez afin que je puisse appliquer vos théories à mesure que vous les avancez",=,=
4599,"Pour le moment, c’est comme un fou, et non pas comme un homme sain d’esprit, que j’essaye à grand-peine de relier les exemples que vous prenez",=,=
4600,"J’ai l’impression d’être un enfant pataugeant dans un marécage par temps de brouillard et sautant d’une touffe d’herbes sèches à une autre sans savoir où je vais",=,=
4601,"– Ma fois, l’image est bonne, dit-il",=,=
4602,"Eh bien",=,=
4603,"je vais vous dire tout de suite où je veux en venir : je veux que vous croyiez…  – Que je croie…",=,=
4604,"– Oui, que vous croyiez à des choses auxquelles, jusqu’ici, vous ne croyiez pas",=,=
4605,"Laissez-moi vous expliquer",=,=
